,Longitude,Latitude,TimeStampInMS,User
614,212418299,523384208,1641060411619,User1
615,212417106,523381919,1641061406645.8333,User1
616,212455863,523363037,1641061800775.5,User1
617,212486877,523348503,1641062194905.1667,User1
618,212424233,523392007,1641061209581,User1
619,212486190,523348481,1641062391970,User1
620,212486991,523347434,1641214178158.8333,User1
621,212440357,523362541,1641214592546.5,User1
622,212360858,523360023,1641215006934.1667,User1
623,212487308,523347436,1641213970965,User1
624,212360983,523359451,1641215214128,User1
625,212360916,523360023,1641215748311.6667,User1
626,212455863,523363037,1641215958447.0,User1
627,212486991,523347549,1641216168582.3333,User1
628,212360966,523359516,1641215643244,User1
629,212487359,523347531,1641216273650,User1
630,212486991,523347511,1641304150185.6667,User1
631,212478027,523363761,1641305424503.0,User1
632,212385425,523365402,1641306698820.3333,User1
633,212487350,523347520,1641303513027,User1
634,212361392,523360107,1641307335979,User1
635,212362442,523360099,1641308834627.3333,User1
636,212455863,523363037,1641309240284.0,User1
637,212486972,523347663,1641309645940.6667,User1
638,212362413,523360514,1641308631799,User1
639,212487185,523347649,1641309848769,User1
640,212401963,523386218,1641332102080,User1
641,212397761,523379574,1641332221941,User1
642,212452958,523393570,1641331981891,User1
643,212487368,523347419,1641334760195,User1
644,212487010,523347282,1641386946835.1667,User1
645,212430114,523362236,1641386986989.5,User1
646,212365818,523362426,1641387027143.8333,User1
647,212486639,523356606,1641386926758,User1
648,212367243,523362450,1641387047221,User1
649,212384605,523377647,1641390967858,User1
650,212416229,523383293,1641391037128,User1
651,212361259,523360023,1641390874139.2856,User1
652,212385444,523364982,1641390927523.8572,User1
653,212384243,523377647,1641390980908.4285,User1
654,212388858,523381118,1641391034293.0,User1
655,212416305,523381919,1641391087677.5715,User1
656,212455863,523363037,1641391141062.1428,User1
657,212486991,523347473,1641391194446.7144,User1
658,212361307,523359572,1641390847447,User1
659,212487339,523347457,1641391221139,User1
660,212301121,523458900,1641392067215,User1
661,212486991,523347434,1641391716287.5,User1
662,212346649,523432006,1641391982130.5,User1
663,212300796,523459167,1641392247973.5,User1
664,212332687,523473587,1641392513816.5,User1
665,212534236,523545303,1641392779659.5,User1
666,212487339,523347451,1641391583366,User1
667,212538823,523543653,1641392912581,User1
668,212564087,523471565,1641395665000,User1
669,212536354,523547401,1641394975916.9,User1
670,212554588,523562126,1641395247068.7,User1
671,212564525,523471870,1641395518220.5,User1
672,212505054,523379135,1641395789372.3,User1
673,212486991,523347434,1641396060524.1,User1
